,Player,Pos,Age,Club,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
14,Osman Bukari,MF,23.0,1.rs Red Star,2.0,0,59.0,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.53,0.0,1.53,1.53,1.53,0.5,0.5,0.1,0.6,0.76,0.09,0.85,0.76,0.85,Matches,Ghana,
15,Kamaldeen Sulemana,FW,20.0,1.fr Rennes,2.0,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,Matches,Ghana,
16,Daniel Kyereh,"MF,DF",26.0,1.de Freiburg,3.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana,
17,Antoine Semenyo,"FW,MF",22.0,2.eng Bristol City,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Ghana,
18,Denis Odoi,DF,34.0,1.be Club Brugge,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana,
19,Abdul Fatawu Issahaku,FW,18.0,1.pt Sporting CP,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana,
20,Daniel Afriyie Barnieh,FW,20.0,1.gh Accra Hearts of Oak SC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
21,Joseph Aidoo,DF,26.0,1.es Celta Vigo,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
22,Danlad Ibrahim,GK,19.0,1.gh Asante Kotoko SC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
23,Manaf Nurudeen,GK,23.0,1.be Eupen,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
24,Elisha Owusu,MF,24.0,1.be Gent,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
25,Kamal Sowah,"FW,MF",22.0,1.be Club Brugge,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ghana,
26,Squad Total,,25.5,,3.0,33,270.0,3.0,5.0,2.0,5.0,0.0,1.0,8.0,0.0,1.67,0.67,2.33,1.67,2.33,4.1,3.4,1.7,5.1,1.38,0.57,1.95,1.13,1.7,,Ghana,
27,Opponent Total,,27.4,,3.0,33,270.0,3.0,7.0,5.0,6.0,1.0,1.0,9.0,1.0,2.33,1.67,4.0,2.0,3.67,5.6,4.8,3.6,8.4,1.86,1.2,3.05,1.59,2.79,,Ghana,
0,Saud Abdulhamid,"DF,MF",22.0,1.sa Al-Hilal,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches,Saudi,3.0
1,Salem Al-Dawsari,MF,30.0,1.sa Al-Hilal,,3,270.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.67,0.0,0.67,0.67,0.67,1.8,1.0,0.2,1.2,0.59,0.08,0.67,0.32,0.4,Matches,Saudi,3.0
2,Mohamed Kanno,"MF,FW",27.0,1.sa Al-Hilal,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0.0,0.1,0.1,0.1,Matches,Saudi,3.0
3,Mohammed Al-Owais,GK,30.0,1.sa Al-Hilal,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,3.0
4,Firas Al-Buraikan,"MF,FW",22.0,1.sa Al-Fateh,,3,268.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,Saudi,3.0
5,Saleh Al-Shehri,FW,28.0,1.sa Al-Hilal,,3,223.0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,0.1,0.1,0.1,0.2,0.03,0.05,0.09,0.03,0.09,Matches,Saudi,3.0
6,Ali Al-Bulaihi,DF,32.0,1.sa Al-Hilal,,3,216.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,3.0
7,Abdulelah Al-Amri,DF,25.0,1.sa Al-Nassr,,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Saudi,3.0
8,Hassan Al Tambakti,DF,23.0,1.sa Al-Shabab,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,2.0
9,Abdulellah Al-Malki,MF,27.0,1.sa Al-Hilal,,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Matches,Saudi,2.0
10,Sultan Al-Ghanam,"DF,MF",28.0,1.sa Al-Nassr,,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.12,0.05,0.17,0.12,0.17,Matches,Saudi,3.0
11,Yasser Al-Shahrani,DF,30.0,1.sa Al-Hilal,,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,1.0
12,Mohammed Al-Breik,DF,29.0,1.sa Al-Hilal,,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.51,0.07,0.58,0.03,0.1,Matches,Saudi,2.0
13,Ali Al Hassan,MF,25.0,1.sa Al-Nassr,,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.15,0.0,0.15,0.15,0.15,Matches,Saudi,1.0
14,Sami Al-Najei,MF,25.0,1.sa Al-Nassr,,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,1.0
15,Salman Al-Faraj,MF,32.0,1.sa Al-Hilal,,1,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,1.0
16,Nawaf Al Abed,MF,32.0,1.sa Al-Shabab,,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.13,0.06,0.2,0.13,0.2,Matches,Saudi,2.0
17,Riyadh Sharahili,MF,29.0,1.sa Abha,,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Saudi,1.0
18,Abdullah Madu,"DF,MF",28.0,1.sa Al-Nassr,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,1.0
19,Abdulrahman Al-Aboud,"MF,DF",27.0,1.sa Al-Ittihad,,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.06,0.24,0.18,0.24,Matches,Saudi,2.0
20,Nasser Al-Dawsari,FW,23.0,1.sa Al-Hilal,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.27,1.27,0.0,1.27,Matches,Saudi,1.0
21,Hattan Bahebri,MF,29.0,1.sa Al-Shabab,,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,22.5,0.0,22.5,0.0,0.0,0.6,0.6,0.0,14.37,14.37,0.0,14.37,Matches,Saudi,2.0
22,Asiri Haitham,FW,21.0,2.sa Al-Ahli,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi,1.0
23,Nawaf Al Aqidi,GK,22.0,1.sa Al-Nassr,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Saudi,0.0
24,Abdullah Otayf,MF,29.0,1.sa Al-Hilal,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Saudi,0.0
25,Mohammed Al Yami,GK,24.0,2.sa Al-Ahli,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Saudi,0.0
26,Squad Total,,27.3,,,33,270.0,3.0,3.0,2.0,3.0,0.0,1.0,14.0,0.0,1.0,0.67,1.67,1.0,1.67,3.0,2.1,1.4,3.5,0.99,0.47,1.47,0.71,1.18,,Saudi,3.0
27,Opponent Total,,28.2,,,33,270.0,3.0,5.0,2.0,4.0,1.0,1.0,4.0,0.0,1.67,0.67,2.33,1.33,2.0,6.0,5.2,3.9,9.1,2.0,1.3,3.3,1.74,3.04,,Saudi,3.0
0,Majid Hosseini,DF,25.0,1.tr Kayserispor,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
1,Morteza Pouraliganji,DF,30.0,1.ir Persepolis,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.07,0.09,0.03,0.09,Matches,IR,
2,Mehdi Taremi,FW,29.0,1.pt Porto,3.0,3,270.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.67,0.33,1.0,0.33,0.67,1.3,0.6,0.7,1.2,0.45,0.22,0.67,0.18,0.4,Matches,IR,
3,Ehsan Hajsafi,"MF,DF",32.0,1.gr AEK Athens,3.0,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.06,0.08,0.15,0.06,0.15,Matches,IR,
4,Ahmad Nourollahi,MF,29.0,1.ae Al-Ahli Dubai FC,3.0,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches,IR,
5,Milad Mohammadi,DF,28.0,1.gr AEK Athens,3.0,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
6,Saeid Ezatolahi,MF,25.0,2.dk Vejle BK,3.0,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.04,0.08,0.12,0.04,0.12,Matches,IR,
7,Ali Gholizadeh,"MF,FW",26.0,1.be Charleroi,3.0,2,199.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,0.0,0.0,0.2,0.2,0.01,0.07,0.09,0.01,0.09,Matches,IR,
8,Ramin Rezaeian,DF,32.0,1.ir Sepahan,2.0,2,180.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.13,0.14,0.27,0.13,0.27,Matches,IR,
9,Sardar Azmoun,FW,27.0,1.de Leverkusen,3.0,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.67,0.05,0.71,0.67,0.71,Matches,IR,
10,Alireza Beiranvand,GK,29.0,1.ir Persepolis,2.0,2,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
11,Hossein Hosseini,GK,29.0,1.ir Esteghlal,2.0,1,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
12,Ali Karimi,MF,28.0,1.tr Kayserispor,3.0,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
13,Sadegh Moharrami,DF,26.0,1.hr Dinamo Zagreb,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
14,Alireza Jahanbakhsh,MF,28.0,1.nl Feyenoord,2.0,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.29,0.0,0.29,0.29,0.29,Matches,IR,
15,Roozbeh Cheshmi,"DF,MF",28.0,1.ir Esteghlal,2.0,1,58.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.55,0.0,1.55,1.55,1.55,0.1,0.1,0.0,0.1,0.08,0.0,0.08,0.08,0.08,Matches,IR,
16,Mehdi Torabi,MF,27.0,1.ir Persepolis,3.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.18,0.82,1.0,0.18,1.0,Matches,IR,
17,Saman Ghoddos,MF,28.0,1.eng Brentford,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.36,0.05,0.41,0.36,0.41,Matches,IR,
18,Hossein Kanaanizadegan,DF,28.0,1.qa Al Ahli SC,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
19,Karim Ansarifard,"FW,MF",32.0,1.cy AC Omonia,2.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.17,0.2,0.36,0.17,0.36,Matches,IR,
20,Abolfazl Jalali,DF,23.0,1.ir Esteghlal,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR,
21,Amir Abedzadeh,GK,29.0,2.es Ponferradina,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,IR,
22,Vahid Amiri,"FW,MF",34.0,1.ir Persepolis,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,IR,
23,Shoja' Khalilzadeh,DF,33.0,1.qa Al Ahli SC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,IR,
24,Payam Niazmand,GK,27.0,1.ir Sepahan,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,IR,
25,Squad Total,,28.5,,3.0,33,270.0,3.0,4.0,2.0,3.0,1.0,1.0,7.0,0.0,1.33,0.67,2.0,1.0,1.67,3.2,2.8,2.4,5.2,1.07,0.81,1.88,0.94,1.75,,IR,
26,Opponent Total,,25.7,,3.0,33,270.0,3.0,7.0,7.0,7.0,0.0,0.0,2.0,1.0,2.33,2.33,4.67,2.33,4.67,4.2,4.2,3.6,7.7,1.39,1.19,2.57,1.39,2.57,,IR,
0,Óscar Duarte,DF,33.0,1.sa Al-Wehda,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.09,0.09,0.0,0.09,Matches,Costa,
1,Keylor Navas,GK,35.0,1.fr Paris S-G,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
2,Joel Campbell,"FW,MF",29.0,1.mx León,3.0,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,Matches,Costa,
3,Yeltsin Tejeda,MF,30.0,1.cr Club Sport Herediano,3.0,3,269.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.33,0.67,0.4,0.4,0.1,0.5,0.14,0.02,0.17,0.14,0.17,Matches,Costa,
4,Bryan Oviedo,DF,32.0,1.us Real Salt Lake,3.0,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
5,Keysher Fuller,"DF,MF",27.0,1.cr Club Sport Herediano,3.0,3,253.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.4,0.4,0.2,0.5,0.14,0.05,0.19,0.14,0.19,Matches,Costa,
6,Celso Borges,MF,34.0,1.cr Liga Deportiva Alajuelense,3.0,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Costa,
7,Kendall Waston,DF,34.0,1.cr Deportivo Saprissa,3.0,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches,Costa,
8,Francisco Calvo,DF,29.0,1.tr Konyaspor,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Costa,
9,Anthony Contreras,"FW,MF",22.0,1.cr Club Sport Herediano,3.0,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Costa,
10,Jewison Bennette,MF,17.0,2.eng Sunderland,3.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Costa,
11,Brandon Aguilera,MF,18.0,1.cr Asociación Deportiva Guanacasteca,3.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
12,Juan Pablo Vargas,DF,27.0,1.co Millonarios,1.0,1,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.46,0.0,0.46,0.46,0.46,Matches,Costa,
13,Johan Venegas,"FW,MF",33.0,1.cr Liga Deportiva Alajuelense,1.0,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
14,Gerson Torres,MF,24.0,1.cr Club Sport Herediano,1.0,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Costa,
15,Carlos Martínez,DF,23.0,1.cr AD San Carlos,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
16,Youstin Salas,"DF,MF",25.0,1.cr Deportivo Saprissa,2.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
17,Bryan Ruiz,MF,36.0,1.cr Liga Deportiva Alajuelense,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
18,Álvaro Zamora,MF,20.0,1.cr Deportivo Saprissa,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
19,Rónald Matarrita,"DF,MF",27.0,1.us FC Cincinnati,2.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
20,Daniel Chacón,MF,21.0,1.cr CS Cartaginés,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
21,Roan Wilson,MF,20.0,1.cr Municipal Grecia,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa,
22,Esteban Alvarado,GK,33.0,1.cr Club Sport Herediano,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Costa,
23,Anthony Hernández,FW,20.0,1.cr Puntarenas FC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Costa,
24,Douglas López,MF,23.0,1.cr Club Sport Herediano,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Costa,
25,Patrick Sequeira,GK,23.0,2.es Lugo,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Costa,
26,Squad Total,,29.7,,3.0,33,270.0,3.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,1.0,0.33,1.33,1.0,1.33,1.4,1.4,0.6,2.0,0.48,0.2,0.68,0.48,0.68,,Costa,
27,Opponent Total,,26.9,,3.0,33,270.0,3.0,11.0,7.0,10.0,1.0,1.0,3.0,0.0,3.67,2.33,6.0,3.33,5.67,10.1,9.3,7.1,16.5,3.38,2.37,5.75,3.11,5.49,,Costa,
0,Joachim Andersen,DF,26.0,1.eng Crystal Palace,3.0,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11,Matches,Denmark,
1,Andreas Christensen,DF,26.0,1.es Barcelona,3.0,3,270.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12,Matches,Denmark,
2,Christian Eriksen,MF,30.0,1.eng Manchester Utd,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.06,0.14,0.2,0.06,0.2,Matches,Denmark,
3,Pierre Højbjerg,MF,26.0,1.eng Tottenham,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,Denmark,
4,Kasper Schmeichel,GK,35.0,1.fr Nice,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Denmark,
5,Joakim Mæhle,DF,25.0,1.it Atalanta,3.0,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,Matches,Denmark,
6,Rasmus Nissen,DF,24.0,1.eng Leeds United,3.0,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Denmark,
7,Jesper Lindstrøm,"MF,FW",22.0,1.de Eint Frankfurt,3.0,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14,Matches,Denmark,
8,Andreas Skov Olsen,"FW,MF",22.0,1.be Club Brugge,2.0,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.16,0.0,0.16,0.16,0.16,Matches,Denmark,
9,Mikkel Damsgaard,"MF,FW",21.0,1.eng Brentford,3.0,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.0,0.2,Matches,Denmark,
10,Kasper Dolberg,FW,24.0,1.es Sevilla,3.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.31,0.05,0.37,0.31,0.37,Matches,Denmark,
11,Martin Braithwaite,"FW,MF",31.0,1.es Espanyol,2.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.12,0.18,0.06,0.18,Matches,Denmark,
