,Player,Pos,Age,Club,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
14,Vitinha,MF,22.0,1.fr Paris S-G,3.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.03,0.08,0.05,0.08,Matches,Portugal,
15,Ricardo Horta,FW,27.0,1.pt Braga,3.0,1,119.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.76,0.76,0.8,0.8,0.1,0.8,0.58,0.05,0.63,0.58,0.63,Matches,Portugal,
16,Danilo Pereira,DF,30.0,1.fr Paris S-G,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portugal,
17,António Silva,DF,18.0,1.pt Benfica,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portugal,
18,João Mário,"FW,MF",29.0,1.pt Benfica,2.0,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Portugal,
19,Matheus Nunes,MF,23.0,1.eng Wolves,2.0,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.12,0.14,0.03,0.14,Matches,Portugal,
20,Nuno Mendes,DF,19.0,1.fr Paris S-G,1.0,1,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Portugal,
21,Rafael Leão,FW,23.0,1.it Milan,5.0,0,88.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.05,0.0,2.05,2.05,2.05,0.4,0.4,0.2,0.6,0.42,0.16,0.57,0.42,0.57,Matches,Portugal,
22,João Palhinha,MF,26.0,1.eng Fulham,3.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.06,0.3,0.36,0.06,0.36,Matches,Portugal,
23,André Silva,FW,26.0,1.de RB Leipzig,1.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.21,0.21,0.0,0.21,Matches,Portugal,
24,Rui Patrício,GK,34.0,1.it Roma,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portugal,
25,José Sá,GK,29.0,1.eng Wolves,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Portugal,
26,Squad Total,,26.9,,5.0,55,450.0,5.0,12.0,10.0,10.0,2.0,2.0,6.0,0.0,2.4,2.0,4.4,2.0,4.0,7.8,6.2,5.2,11.4,1.56,1.04,2.6,1.24,2.29,,Portugal,
27,Opponent Total,,27.3,,5.0,55,450.0,5.0,6.0,2.0,6.0,0.0,0.0,13.0,1.0,1.2,0.4,1.6,1.2,1.6,6.5,6.5,3.9,10.5,1.31,0.79,2.1,1.31,2.1,,Portugal,
0,Shūichi Gonda,GK,33.0,1.jp S-Pulse,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Japan,
1,Maya Yoshida,DF,33.0,1.de Schalke 04,4.0,4,390.0,4.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.4,0.4,0.0,0.09,0.09,0.0,0.09,Matches,Japan,
2,Daichi Kamada,"FW,MF",25.0,1.de Eint Frankfurt,4.0,4,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,0.18,0.01,0.19,0.18,0.19,Matches,Japan,
3,Yuto Nagatomo,"MF,DF",35.0,1.jp FC Tokyo,4.0,4,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,Matches,Japan,
4,Junya Ito,"MF,FW",29.0,1.fr Reims,4.0,3,324.0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,0.2,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12,Matches,Japan,
5,Wataru Endo,MF,29.0,1.de Stuttgart,4.0,3,304.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.06,0.15,0.21,0.06,0.21,Matches,Japan,
6,Hidemasa Morita,MF,27.0,1.pt Sporting CP,3.0,3,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matches,Japan,
7,Ko Itakura,DF,25.0,1.de M'Gladbach,3.0,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matches,Japan,
8,Daizen Maeda,FW,24.0,1.sct Celtic,3.0,3,180.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.24,0.0,0.24,0.24,0.24,Matches,Japan,
9,Ritsu Doan,FW,23.0,1.de Freiburg,4.0,2,217.0,2.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,0.5,0.5,0.2,0.7,0.21,0.07,0.28,0.21,0.28,Matches,Japan,
10,Shogo Taniguchi,DF,30.0,1.jp Kawa Frontale,2.0,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.12,0.0,0.12,0.12,0.12,Matches,Japan,
11,Ao Tanaka,MF,23.0,2.de Düsseldorf,3.0,2,171.0,1.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,1.0,1.0,0.1,1.0,0.55,0.05,0.6,0.55,0.6,Matches,Japan,
12,Takefusa Kubo,FW,21.0,1.es Real Sociedad,2.0,2,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Japan,
13,Takehiro Tomiyasu,"DF,MF",23.0,1.eng Arsenal,3.0,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.11,0.11,0.0,0.11,Matches,Japan,
14,Hiroki Sakai,"MF,DF",32.0,1.jp Urawa Reds,2.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.54,0.07,0.61,0.54,0.61,Matches,Japan,
15,Yuki Soma,"FW,MF",25.0,1.jp Grampus,1.0,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.21,0.0,0.21,0.21,0.21,Matches,Japan,
16,Miki Yamane,"DF,MF",28.0,1.jp Kawa Frontale,1.0,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.0,0.11,Matches,Japan,
17,Ayase Ueda,FW,23.0,1.be Cercle Brugge,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Japan,
18,Takuma Asano,FW,27.0,1.de Bochum,4.0,0,165.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,0.7,0.7,0.2,0.9,0.44,0.17,0.6,0.44,0.6,Matches,Japan,
19,Kaoru Mitoma,MF,25.0,1.eng Brighton,4.0,0,165.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,0.1,0.1,1.2,1.3,0.05,0.83,0.88,0.05,0.88,Matches,Japan,
20,Takumi Minamino,FW,27.0,1.fr Monaco,3.0,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.36,0.0,0.36,0.36,0.36,Matches,Japan,
21,Hiroki Ito,DF,23.0,1.de Stuttgart,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Japan,
22,Eiji Kawashima,GK,39.0,1.fr Strasbourg,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Japan,
23,Shuto Machino,FW,22.0,1.jp Shonan Bellmare,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Japan,
24,Daniel Schmidt,GK,30.0,1.be Sint-Truiden,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Japan,
25,Gaku Shibasaki,MF,30.0,2.es Leganés,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Japan,
26,Squad Total,,28.0,,4.0,44,390.0,4.3,5.0,4.0,5.0,0.0,0.0,6.0,0.0,1.15,0.92,2.08,1.15,2.08,5.0,5.0,3.5,8.5,1.15,0.81,1.96,1.15,1.96,,Japan,
27,Opponent Total,,27.6,,4.0,44,390.0,4.3,4.0,3.0,3.0,1.0,1.0,5.0,0.0,0.92,0.69,1.62,0.69,1.38,5.7,4.9,3.0,7.9,1.3,0.69,1.99,1.12,1.81,,Japan,
0,Kalidou Koulibaly,DF,30.0,1.eng Chelsea,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.5,0.12,0.01,0.13,0.12,0.13,Matches,Senegal,
1,Edouard Mendy,GK,30.0,1.eng Chelsea,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Senegal,
2,Youssouf Sabaly,DF,29.0,1.es Betis,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.01,0.16,0.18,0.01,0.18,Matches,Senegal,
3,Ismaila Sarr,"FW,MF",24.0,2.eng Watford,4.0,4,344.0,3.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,1.7,0.9,0.4,1.3,0.43,0.11,0.55,0.23,0.34,Matches,Senegal,
4,Abdou Diallo,DF,26.0,1.de RB Leipzig,4.0,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches,Senegal,
5,Boulaye Dia,FW,25.0,1.it Salernitana,4.0,4,318.0,3.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,0.7,0.7,0.0,0.8,0.21,0.01,0.22,0.21,0.22,Matches,Senegal,
6,Ismail Jakobs,DF,22.0,1.fr Monaco,4.0,3,278.0,3.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,0.0,0.0,0.3,0.3,0.0,0.1,0.11,0.0,0.11,Matches,Senegal,
7,Nampalys Mendy,MF,29.0,1.eng Leicester City,4.0,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,Senegal,
8,Idrissa Gana Gueye,MF,32.0,1.eng Everton,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.11,0.03,0.14,0.11,0.14,Matches,Senegal,
9,Krépin Diatta,"FW,MF",23.0,1.fr Monaco,3.0,3,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06,0.09,0.16,0.06,0.16,Matches,Senegal,
10,Pathé Ciss,MF,28.0,1.es Rayo Vallecano,3.0,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Senegal,
11,Iliman Ndiaye,"FW,MF",22.0,2.eng Sheffield Utd,3.0,2,135.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,0.1,0.1,0.2,0.3,0.09,0.14,0.22,0.09,0.22,Matches,Senegal,
12,Pape Gueye,MF,23.0,1.fr Marseille,3.0,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.07,0.11,0.18,0.07,0.18,Matches,Senegal,
13,Pape Abou Cissé,DF,26.0,1.gr Olympiacos,3.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Senegal,
14,Famara Diedhiou,FW,29.0,1.tr Alanyaspor,2.0,1,92.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.98,0.98,0.98,0.2,0.2,0.0,0.2,0.19,0.03,0.22,0.19,0.22,Matches,Senegal,
15,Cheikhou Kouyaté,MF,32.0,1.eng Nott'ham Forest,1.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Senegal,
16,Bamba Dieng,FW,22.0,1.fr Marseille,4.0,0,100.0,1.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,0.5,0.5,0.1,0.6,0.45,0.05,0.5,0.45,0.5,Matches,Senegal,
17,Pape Matar Sarr,MF,19.0,1.eng Tottenham,2.0,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.18,0.05,0.23,0.18,0.23,Matches,Senegal,
18,Nicolas Jackson,FW,20.0,1.es Villarreal,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Senegal,
19,Fodé Ballo-Touré,DF,25.0,1.it Milan,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Senegal,
20,Seny Dieng,GK,27.0,2.eng QPR,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
21,Alfred Gomis,GK,28.0,1.fr Rennes,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
22,Mamadou Loum,MF,25.0,2.eng Reading,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
23,Formose Mendy,DF,21.0,2.fr Amiens,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
24,Moussa N'Diaye,DF,19.0,1.be Anderlecht,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
25,Moustapha Name,MF,27.0,1.cy Pafos FC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Senegal,
26,Squad Total,,26.9,,4.0,44,360.0,4.0,5.0,2.0,4.0,1.0,1.0,7.0,0.0,1.25,0.5,1.75,1.0,1.5,4.6,3.8,2.5,6.2,1.14,0.61,1.75,0.94,1.55,,Senegal,
27,Opponent Total,,26.5,,4.0,44,360.0,4.0,7.0,6.0,7.0,0.0,0.0,4.0,0.0,1.75,1.5,3.25,1.75,3.25,3.5,3.5,3.0,6.5,0.88,0.76,1.64,0.88,1.64,,Senegal,
0,Aziz Behich,DF,31.0,1.sct Dundee United,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Australia,
1,Aaron Mooy,MF,31.0,1.sct Celtic,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches,Australia,
2,Kye Rowles,DF,23.0,1.sct Hearts,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
3,Mathew Ryan,GK,30.0,1.dk FC Copenhagen,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
4,Harry Souttar,DF,23.0,2.eng Stoke City,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,Australia,
5,Jackson Irvine,"MF,FW",29.0,2.de St. Pauli,4.0,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,0.13,0.01,0.14,0.13,0.14,Matches,Australia,
6,Mathew Leckie,"MF,FW",31.0,1.au Melb City,4.0,4,333.0,3.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.27,0.54,0.27,0.54,0.1,0.1,0.3,0.5,0.04,0.08,0.12,0.04,0.12,Matches,Australia,
7,Mitchell Duke,FW,31.0,2.jp Fagi Okayama,4.0,4,270.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13,Matches,Australia,
8,Riley McGree,"FW,MF",23.0,2.eng Middlesbrough,4.0,4,265.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.6,0.8,0.05,0.22,0.27,0.05,0.27,Matches,Australia,
9,Craig Goodwin,MF,30.0,1.au Adelaide,4.0,3,234.0,2.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.38,0.77,0.38,0.77,0.3,0.3,0.6,0.9,0.11,0.25,0.36,0.11,0.36,Matches,Australia,
10,Miloš Degenek,DF,28.0,1.us Columbus Crew,4.0,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
11,Keanu Baccus,MF,24.0,1.sct St Mirren,4.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Australia,
12,Fran Karačić,DF,26.0,2.it Brescia,2.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.17,0.09,0.27,0.17,0.27,Matches,Australia,
13,Nathaniel Atkinson,DF,23.0,1.sct Hearts,1.0,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
14,Ajdin Hrustic,"MF,FW",25.0,1.it Hellas Verona,3.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Australia,
15,Jamie Maclaren,FW,28.0,1.au Melb City,3.0,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Australia,
16,Garang Kuol,"FW,MF",17.0,1.au Central Coast,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.92,0.0,0.92,0.92,0.92,Matches,Australia,
17,Jason Cummings,FW,26.0,1.au Central Coast,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
18,Awer Mabil,MF,26.0,1.es Cádiz,2.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
19,Bailey Wright,DF,29.0,2.eng Sunderland,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia,
20,Thomas Deng,DF,25.0,2.jp Albirex Niigata,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
21,Cameron Devlin,MF,24.0,1.sct Hearts,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
22,Joel King,DF,21.0,1.dk Odense,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
23,Andrew Redmayne,GK,33.0,1.au Sydney FC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
24,Marco Tilio,MF,20.0,1.au Melb City,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
25,Danny Vukovic,GK,37.0,1.au Central Coast,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Australia,
26,Squad Total,,27.8,,4.0,44,360.0,4.0,3.0,3.0,3.0,0.0,0.0,7.0,0.0,0.75,0.75,1.5,0.75,1.5,2.3,2.3,1.9,4.2,0.58,0.48,1.06,0.58,1.06,,Australia,
27,Opponent Total,,27.0,,4.0,44,360.0,4.0,6.0,5.0,6.0,0.0,0.0,4.0,0.0,1.5,1.25,2.75,1.5,2.75,7.2,7.2,5.8,13.0,1.81,1.45,3.26,1.81,3.26,,Australia,
0,Manuel Akanji,DF,26.0,1.eng Manchester City,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,1.1,1.1,0.1,1.2,0.28,0.03,0.3,0.28,0.3,Matches,Switzerland,
1,Granit Xhaka,MF,29.0,1.eng Arsenal,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.08,0.02,0.1,0.08,0.1,Matches,Switzerland,
2,Ricardo Rodríguez,DF,29.0,1.it Torino,4.0,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,Matches,Switzerland,
3,Breel Embolo,FW,25.0,1.fr Monaco,4.0,4,323.0,3.6,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,2.3,2.3,0.1,2.4,0.64,0.03,0.66,0.64,0.66,Matches,Switzerland,
4,Remo Freuler,MF,30.0,1.eng Nott'ham Forest,4.0,4,323.0,3.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,0.5,0.5,0.0,0.5,0.14,0.0,0.14,0.14,0.14,Matches,Switzerland,
5,Ruben Vargas,FW,23.0,1.de Augsburg,4.0,4,285.0,3.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,0.3,0.3,0.6,0.9,0.11,0.19,0.3,0.11,0.3,Matches,Switzerland,
6,Djibril Sow,MF,25.0,1.de Eint Frankfurt,4.0,4,264.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.2,0.2,0.2,0.3,0.06,0.06,0.12,0.06,0.12,Matches,Switzerland,
7,Yann Sommer,GK,33.0,1.de M'Gladbach,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
8,Silvan Widmer,DF,29.0,1.de Mainz 05,3.0,3,265.0,2.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.8,0.9,0.01,0.29,0.3,0.01,0.3,Matches,Switzerland,
9,Xherdan Shaqiri,"FW,MF",30.0,1.us Chicago Fire,3.0,3,229.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.39,0.79,0.39,0.79,0.3,0.3,0.9,1.2,0.12,0.35,0.47,0.12,0.47,Matches,Switzerland,
10,Nico Elvedi,DF,25.0,1.de M'Gladbach,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches,Switzerland,
11,Fabian Schär,DF,30.0,1.eng Newcastle Utd,2.0,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,Matches,Switzerland,
12,Edimilson Fernandes,"FW,DF",26.0,1.de Mainz 05,3.0,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.02,0.21,0.23,0.02,0.23,Matches,Switzerland,
