,Player,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,
0,Kalidou Koulibaly,DF,30.0,4.0,156.0,205.0,76.1,3196.0,1327.0,49.0,52.0,94.2,80.0,88.0,90.9,23.0,55.0,41.8,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,9.0,Matches,Senegal
1,Edouard Mendy,GK,30.0,4.0,88.0,120.0,73.3,2342.0,1501.0,24.0,24.0,100.0,36.0,36.0,100.0,27.0,59.0,45.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Senegal
2,Youssouf Sabaly,DF,29.0,4.0,189.0,219.0,86.3,2773.0,1012.0,108.0,112.0,96.4,60.0,73.0,82.2,11.0,20.0,55.0,0,0.7,0.7,-0.7,8.0,16.0,6.0,1.0,16.0,Matches,Senegal
3,Ismaila Sarr,"FW,MF",24.0,3.8,52.0,81.0,64.2,659.0,205.0,32.0,36.0,88.9,11.0,25.0,44.0,4.0,6.0,66.7,0,0.4,0.5,-0.4,6.0,3.0,6.0,2.0,6.0,Matches,Senegal
4,Abdou Diallo,DF,26.0,3.7,139.0,186.0,74.7,2852.0,1121.0,42.0,51.0,82.4,71.0,79.0,89.9,22.0,47.0,46.8,0,0.1,0.0,-0.1,1.0,10.0,1.0,1.0,8.0,Matches,Senegal
5,Boulaye Dia,FW,25.0,3.5,39.0,53.0,73.6,471.0,53.0,27.0,33.0,81.8,9.0,10.0,90.0,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,1.0,2.0,0.0,3.0,Matches,Senegal
6,Ismail Jakobs,DF,22.0,3.1,107.0,156.0,68.6,1695.0,708.0,54.0,63.0,85.7,46.0,62.0,74.2,6.0,26.0,23.1,1,0.3,0.5,0.7,5.0,8.0,4.0,3.0,6.0,Matches,Senegal
7,Nampalys Mendy,MF,29.0,3.0,141.0,159.0,88.7,2662.0,472.0,58.0,64.0,90.6,55.0,58.0,94.8,21.0,27.0,77.8,0,0.0,0.1,0.0,1.0,13.0,2.0,1.0,6.0,Matches,Senegal
8,Idrissa Gana Gueye,MF,32.0,3.0,107.0,133.0,80.5,1524.0,274.0,58.0,63.0,92.1,38.0,42.0,90.5,5.0,16.0,31.3,0,0.1,0.2,-0.1,1.0,7.0,0.0,0.0,4.0,Matches,Senegal
9,Krépin Diatta,"FW,MF",23.0,2.0,60.0,73.0,82.2,786.0,241.0,43.0,46.0,93.5,8.0,15.0,53.3,4.0,5.0,80.0,0,0.2,0.2,-0.2,3.0,3.0,3.0,1.0,6.0,Matches,Senegal
10,Pathé Ciss,MF,28.0,1.6,46.0,57.0,80.7,816.0,255.0,19.0,23.0,82.6,17.0,21.0,81.0,5.0,5.0,100.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,8.0,Matches,Senegal
11,Iliman Ndiaye,"FW,MF",22.0,1.5,25.0,32.0,78.1,290.0,43.0,16.0,19.0,84.2,7.0,10.0,70.0,0.0,1.0,0.0,1,0.2,0.2,0.8,1.0,0.0,0.0,0.0,1.0,Matches,Senegal
12,Pape Gueye,MF,23.0,1.7,45.0,62.0,72.6,811.0,205.0,23.0,27.0,85.2,13.0,15.0,86.7,9.0,14.0,64.3,0,0.2,0.1,-0.2,2.0,5.0,2.0,1.0,4.0,Matches,Senegal
13,Pape Abou Cissé,DF,26.0,1.2,28.0,37.0,75.7,666.0,282.0,8.0,9.0,88.9,14.0,16.0,87.5,6.0,12.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Senegal
14,Famara Diedhiou,FW,29.0,1.0,10.0,14.0,71.4,145.0,17.0,5.0,8.0,62.5,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,1.0,Matches,Senegal
15,Cheikhou Kouyaté,MF,32.0,0.8,19.0,23.0,82.6,269.0,46.0,12.0,14.0,85.7,3.0,3.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Matches,Senegal
16,Bamba Dieng,FW,22.0,1.1,9.0,16.0,56.3,83.0,1.0,8.0,10.0,80.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,0.0,Matches,Senegal
17,Pape Matar Sarr,MF,19.0,0.7,36.0,43.0,83.7,639.0,174.0,17.0,19.0,89.5,12.0,15.0,80.0,5.0,6.0,83.3,0,0.0,0.1,0.0,1.0,3.0,1.0,0.0,2.0,Matches,Senegal
18,Nicolas Jackson,FW,20.0,0.2,9.0,10.0,90.0,124.0,30.0,5.0,6.0,83.3,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Senegal
19,Fodé Ballo-Touré,DF,25.0,0.1,5.0,8.0,62.5,100.0,3.0,2.0,2.0,100.0,2.0,3.0,66.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Senegal
20,Squad Total,,26.9,4.0,1310.0,1687.0,77.7,22903.0,7970.0,610.0,681.0,89.6,491.0,581.0,84.5,151.0,305.0,49.5,2,2.5,2.8,-0.5,36.0,93.0,29.0,10.0,81.0,,Senegal
21,Opponent Total,,26.5,4.0,1646.0,2060.0,79.9,30703.0,10114.0,679.0,768.0,88.4,751.0,866.0,86.7,187.0,339.0,55.2,6,3.0,2.9,3.0,31.0,111.0,28.0,12.0,101.0,,Senegal
0,Aziz Behich,DF,31.0,4.0,152.0,203.0,74.9,2271.0,527.0,81.0,91.0,89.0,58.0,70.0,82.9,6.0,27.0,22.2,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,Matches,Australia
1,Aaron Mooy,MF,31.0,4.0,170.0,217.0,78.3,2819.0,951.0,78.0,90.0,86.7,59.0,73.0,80.8,18.0,31.0,58.1,0,0.1,0.1,-0.1,1.0,22.0,1.0,0.0,14.0,Matches,Australia
2,Kye Rowles,DF,23.0,4.0,165.0,187.0,88.2,3062.0,1025.0,49.0,52.0,94.2,96.0,105.0,91.4,14.0,18.0,77.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Australia
3,Mathew Ryan,GK,30.0,4.0,113.0,164.0,68.9,3668.0,2579.0,13.0,13.0,100.0,46.0,46.0,100.0,54.0,105.0,51.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Australia
4,Harry Souttar,DF,23.0,4.0,138.0,167.0,82.6,2588.0,1257.0,54.0,56.0,96.4,64.0,69.0,92.8,14.0,35.0,40.0,0,0.0,0.1,0.0,1.0,9.0,0.0,0.0,5.0,Matches,Australia
5,Jackson Irvine,"MF,FW",29.0,3.9,103.0,128.0,80.5,1569.0,426.0,56.0,63.0,88.9,42.0,48.0,87.5,2.0,5.0,40.0,0,0.0,0.1,0.0,1.0,2.0,3.0,0.0,11.0,Matches,Australia
6,Mathew Leckie,"MF,FW",31.0,3.7,67.0,103.0,65.0,791.0,268.0,43.0,54.0,79.6,16.0,24.0,66.7,1.0,4.0,25.0,1,0.3,0.0,0.7,2.0,8.0,1.0,0.0,7.0,Matches,Australia
7,Mitchell Duke,FW,31.0,3.0,36.0,63.0,57.1,448.0,117.0,23.0,33.0,69.7,7.0,16.0,43.8,2.0,4.0,50.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Matches,Australia
8,Riley McGree,"FW,MF",23.0,2.9,57.0,75.0,76.0,800.0,191.0,31.0,37.0,83.8,19.0,25.0,76.0,3.0,5.0,60.0,1,0.6,0.3,0.4,4.0,5.0,2.0,1.0,3.0,Matches,Australia
9,Craig Goodwin,MF,30.0,2.6,58.0,95.0,61.1,955.0,348.0,29.0,37.0,78.4,17.0,29.0,58.6,8.0,18.0,44.4,1,0.6,0.3,0.4,5.0,6.0,2.0,0.0,5.0,Matches,Australia
10,Miloš Degenek,DF,28.0,2.0,67.0,101.0,66.3,1236.0,532.0,28.0,33.0,84.8,33.0,45.0,73.3,6.0,19.0,31.6,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Matches,Australia
11,Keanu Baccus,MF,24.0,1.3,26.0,41.0,63.4,479.0,142.0,11.0,16.0,68.8,9.0,12.0,75.0,4.0,9.0,44.4,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,Matches,Australia
12,Fran Karačić,DF,26.0,1.0,33.0,54.0,61.1,765.0,350.0,11.0,17.0,64.7,13.0,22.0,59.1,9.0,14.0,64.3,0,0.1,0.1,-0.1,1.0,5.0,3.0,1.0,7.0,Matches,Australia
13,Nathaniel Atkinson,DF,23.0,0.9,27.0,34.0,79.4,396.0,108.0,15.0,17.0,88.2,10.0,12.0,83.3,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches,Australia
14,Ajdin Hrustic,"MF,FW",25.0,0.7,17.0,21.0,81.0,263.0,42.0,10.0,11.0,90.9,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Australia
15,Jamie Maclaren,FW,28.0,0.6,7.0,15.0,46.7,62.0,4.0,2.0,6.0,33.3,2.0,5.0,40.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Australia
16,Garang Kuol,"FW,MF",17.0,0.4,3.0,5.0,60.0,33.0,3.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia
17,Jason Cummings,FW,26.0,0.4,4.0,6.0,66.7,85.0,19.0,2.0,4.0,50.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Australia
18,Awer Mabil,MF,26.0,0.3,10.0,14.0,71.4,143.0,0.0,7.0,9.0,77.8,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Australia
19,Bailey Wright,DF,29.0,0.2,1.0,3.0,33.3,56.0,33.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Australia
20,Squad Total,,27.8,4.0,1254.0,1696.0,73.9,22489.0,8922.0,546.0,643.0,84.9,499.0,612.0,81.5,145.0,306.0,47.4,3,1.9,1.1,1.1,17.0,77.0,15.0,2.0,68.0,,Australia
21,Opponent Total,,27.0,4.0,2311.0,2785.0,83.0,41083.0,12631.0,1033.0,1154.0,89.5,1027.0,1155.0,88.9,218.0,369.0,59.1,5,5.8,5.6,-0.8,49.0,210.0,48.0,12.0,165.0,,Australia
0,Manuel Akanji,DF,26.0,4.0,229.0,259.0,88.4,4725.0,1829.0,71.0,78.0,91.0,124.0,134.0,92.5,32.0,42.0,76.2,0,0.1,0.1,-0.1,1.0,15.0,0.0,0.0,14.0,Matches,Switzerland
1,Granit Xhaka,MF,29.0,4.0,215.0,243.0,88.5,3990.0,1079.0,81.0,86.0,94.2,99.0,106.0,93.4,28.0,40.0,70.0,0,0.1,0.2,-0.1,2.0,21.0,3.0,0.0,25.0,Matches,Switzerland
2,Ricardo Rodríguez,DF,29.0,4.0,164.0,229.0,71.6,2840.0,949.0,78.0,90.0,86.7,66.0,91.0,72.5,18.0,35.0,51.4,0,0.2,0.3,-0.2,2.0,18.0,2.0,0.0,10.0,Matches,Switzerland
3,Breel Embolo,FW,25.0,3.6,46.0,62.0,74.2,672.0,66.0,22.0,29.0,75.9,19.0,23.0,82.6,2.0,3.0,66.7,0,0.1,0.1,-0.1,2.0,0.0,1.0,0.0,3.0,Matches,Switzerland
4,Remo Freuler,MF,30.0,3.6,127.0,154.0,82.5,1914.0,451.0,68.0,77.0,88.3,51.0,57.0,89.5,5.0,11.0,45.5,0,0.0,0.1,0.0,0.0,11.0,1.0,0.0,11.0,Matches,Switzerland
5,Ruben Vargas,FW,23.0,3.2,80.0,117.0,68.4,1111.0,305.0,50.0,57.0,87.7,25.0,40.0,62.5,3.0,9.0,33.3,1,0.6,0.7,0.4,5.0,4.0,1.0,0.0,5.0,Matches,Switzerland
6,Djibril Sow,MF,25.0,2.9,84.0,97.0,86.6,1395.0,282.0,36.0,42.0,85.7,40.0,42.0,95.2,7.0,8.0,87.5,1,0.2,0.2,0.8,3.0,5.0,4.0,0.0,9.0,Matches,Switzerland
7,Yann Sommer,GK,33.0,3.0,108.0,118.0,91.5,2284.0,1327.0,27.0,27.0,100.0,64.0,65.0,98.5,16.0,25.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland
8,Silvan Widmer,DF,29.0,2.9,127.0,169.0,75.1,2070.0,814.0,62.0,70.0,88.6,53.0,70.0,75.7,10.0,20.0,50.0,1,0.8,0.9,0.2,2.0,12.0,3.0,2.0,10.0,Matches,Switzerland
9,Xherdan Shaqiri,"FW,MF",30.0,2.5,67.0,104.0,64.4,981.0,337.0,38.0,43.0,88.4,21.0,30.0,70.0,4.0,17.0,23.5,1,0.9,1.0,0.1,4.0,7.0,4.0,0.0,11.0,Matches,Switzerland
10,Nico Elvedi,DF,25.0,2.0,131.0,142.0,92.3,2283.0,673.0,56.0,60.0,93.3,68.0,70.0,97.1,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,Matches,Switzerland
11,Fabian Schär,DF,30.0,1.5,65.0,82.0,79.3,1483.0,444.0,17.0,19.0,89.5,40.0,47.0,85.1,8.0,16.0,50.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches,Switzerland
12,Edimilson Fernandes,"FW,DF",26.0,1.6,65.0,82.0,79.3,858.0,255.0,40.0,43.0,93.0,22.0,24.0,91.7,0.0,8.0,0.0,0,0.3,0.0,-0.3,3.0,2.0,0.0,0.0,3.0,Matches,Switzerland
13,Gregor Kobel,GK,24.0,1.0,21.0,29.0,72.4,478.0,277.0,5.0,5.0,100.0,15.0,15.0,100.0,1.0,9.0,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland
14,Fabian Rieder,FW,20.0,0.8,13.0,26.0,50.0,126.0,34.0,11.0,16.0,68.8,2.0,7.0,28.6,0.0,2.0,0.0,0,0.2,0.0,-0.2,1.0,1.0,0.0,0.0,1.0,Matches,Switzerland
15,Haris Seferović,FW,30.0,0.8,10.0,14.0,71.4,135.0,23.0,7.0,7.0,100.0,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches,Switzerland
16,Denis Zakaria,MF,25.0,0.7,20.0,23.0,87.0,356.0,83.0,10.0,12.0,83.3,8.0,9.0,88.9,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Matches,Switzerland
17,Eray Cömert,DF,24.0,0.5,38.0,42.0,90.5,719.0,254.0,11.0,13.0,84.6,24.0,25.0,96.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Switzerland
18,Noah Okafor,"FW,MF",22.0,0.5,17.0,22.0,77.3,271.0,14.0,9.0,10.0,90.0,6.0,7.0,85.7,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Switzerland
19,Renato Steffen,FW,30.0,0.4,13.0,15.0,86.7,170.0,43.0,7.0,8.0,87.5,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,2.0,Matches,Switzerland
20,Fabian Frei,MF,33.0,0.3,9.0,14.0,64.3,150.0,19.0,4.0,4.0,100.0,5.0,7.0,71.4,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland
21,Michel Aebischer,"MF,FW",25.0,0.2,2.0,4.0,50.0,23.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland
22,Christian Fassnacht,FW,28.0,0.1,7.0,10.0,70.0,89.0,17.0,4.0,6.0,66.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Switzerland
23,Ardon Jasari,FW,19.0,0.0,5.0,6.0,83.3,63.0,11.0,3.0,3.0,100.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland
24,Squad Total,,27.6,4.0,1663.0,2063.0,80.6,29186.0,9586.0,719.0,807.0,89.1,765.0,886.0,86.3,147.0,265.0,55.5,4,3.6,3.6,0.4,27.0,109.0,20.0,2.0,116.0,,Switzerland
25,Opponent Total,,26.8,4.0,1748.0,2145.0,81.5,30185.0,9899.0,827.0,912.0,90.7,718.0,825.0,87.0,162.0,311.0,52.1,8,4.4,3.3,3.6,39.0,130.0,35.0,12.0,114.0,,Switzerland
0,Rodri,DF,25.0,4.3,642.0,689.0,93.2,12636.0,3349.0,172.0,180.0,95.6,416.0,435.0,95.6,50.0,68.0,73.5,0,0.2,0.2,-0.2,4.0,46.0,2.0,1.0,25.0,Matches,Spain
1,Unai Simón,GK,25.0,4.3,150.0,160.0,93.8,3167.0,2017.0,38.0,38.0,100.0,92.0,95.0,96.8,20.0,27.0,74.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Spain
2,Dani Olmo,FW,24.0,4.1,162.0,198.0,81.8,2245.0,319.0,100.0,108.0,92.6,52.0,62.0,83.9,4.0,12.0,33.3,1,0.5,0.4,0.5,5.0,6.0,8.0,1.0,9.0,Matches,Spain
3,Sergio Busquets,MF,33.0,4.0,261.0,289.0,90.3,4222.0,1044.0,124.0,136.0,91.2,111.0,118.0,94.1,16.0,20.0,80.0,0,0.1,0.2,-0.1,3.0,31.0,3.0,0.0,17.0,Matches,Spain
4,Pedri,MF,19.0,4.0,393.0,434.0,90.6,7400.0,1439.0,160.0,168.0,95.2,175.0,185.0,94.6,52.0,58.0,89.7,0,0.8,0.9,-0.8,5.0,71.0,6.0,0.0,33.0,Matches,Spain
5,Gavi,MF,17.0,3.2,133.0,154.0,86.4,1966.0,174.0,77.0,81.0,95.1,46.0,49.0,93.9,6.0,11.0,54.5,0,0.1,0.2,-0.1,1.0,6.0,2.0,1.0,4.0,Matches,Spain
6,Aymeric Laporte,DF,28.0,3.3,413.0,438.0,94.3,7612.0,2489.0,120.0,122.0,98.4,272.0,281.0,96.8,17.0,28.0,60.7,0,0.0,0.1,0.0,1.0,26.0,2.0,0.0,14.0,Matches,Spain
7,Jordi Alba,DF,33.0,2.9,328.0,372.0,88.2,5403.0,1384.0,160.0,174.0,92.0,144.0,157.0,91.7,20.0,28.0,71.4,2,0.9,0.7,1.1,5.0,33.0,7.0,2.0,23.0,Matches,Spain
8,Marco Asensio,FW,26.0,2.5,89.0,119.0,74.8,1262.0,150.0,50.0,59.0,84.7,26.0,35.0,74.3,5.0,8.0,62.5,0,0.1,0.1,-0.1,2.0,4.0,3.0,0.0,5.0,Matches,Spain
9,Ferrán Torres,FW,22.0,2.4,59.0,85.0,69.4,878.0,123.0,33.0,38.0,86.8,22.0,29.0,75.9,1.0,5.0,20.0,0,0.2,0.2,-0.2,1.0,1.0,3.0,0.0,6.0,Matches,Spain
10,César Azpilicueta,DF,32.0,1.5,171.0,181.0,94.5,2877.0,704.0,71.0,74.0,95.9,86.0,90.0,95.6,11.0,12.0,91.7,1,0.7,0.5,0.3,4.0,13.0,3.0,2.0,8.0,Matches,Spain
11,Álvaro Morata,FW,29.0,2.1,28.0,41.0,68.3,551.0,64.0,8.0,10.0,80.0,15.0,23.0,65.2,4.0,6.0,66.7,1,0.2,0.1,0.8,2.0,3.0,1.0,0.0,3.0,Matches,Spain
12,Nico Williams,FW,19.0,1.6,50.0,63.0,79.4,822.0,74.0,25.0,28.0,89.3,19.0,24.0,79.2,4.0,6.0,66.7,0,0.0,0.1,0.0,0.0,1.0,2.0,0.0,3.0,Matches,Spain
13,Dani Carvajal,DF,30.0,1.5,121.0,135.0,89.6,2017.0,425.0,59.0,59.0,100.0,47.0,56.0,83.9,14.0,14.0,100.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,Matches,Spain
14,Alejandro Balde,DF,18.0,1.4,112.0,123.0,91.1,1890.0,293.0,49.0,56.0,87.5,55.0,57.0,96.5,7.0,9.0,77.8,0,0.0,0.2,0.0,0.0,5.0,2.0,0.0,4.0,Matches,Spain
15,Marcos Llorente,DF,27.0,1.3,95.0,106.0,89.6,1708.0,271.0,41.0,44.0,93.2,40.0,43.0,93.0,12.0,14.0,85.7,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,Matches,Spain
16,Pau Torres,DF,25.0,1.0,174.0,191.0,91.1,3177.0,815.0,51.0,54.0,94.4,111.0,120.0,92.5,11.0,14.0,78.6,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,Matches,Spain
17,Carlos Soler,MF,25.0,1.0,78.0,83.0,94.0,1300.0,278.0,38.0,39.0,97.4,30.0,31.0,96.8,8.0,9.0,88.9,0,0.2,0.1,-0.2,2.0,12.0,1.0,0.0,5.0,Matches,Spain
18,Koke,MF,30.0,0.6,56.0,62.0,90.3,991.0,170.0,26.0,28.0,92.9,24.0,25.0,96.0,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches,Spain
19,Ansu Fati,FW,19.0,0.5,25.0,29.0,86.2,298.0,29.0,20.0,22.0,90.9,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Spain
20,Pablo Sarabia,FW,30.0,0.0,2.0,5.0,40.0,39.0,28.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.2,0.0,-0.2,2.0,0.0,1.0,1.0,0.0,Matches,Spain
21,Squad Total,,25.5,4.3,3542.0,3957.0,89.5,62461.0,15639.0,1423.0,1519.0,93.7,1788.0,1921.0,93.1,268.0,357.0,75.1,5,4.0,4.4,1.0,37.0,291.0,46.0,8.0,175.0,,Spain
22,Opponent Total,,27.5,4.3,871.0,1234.0,70.6,15332.0,6634.0,418.0,510.0,82.0,315.0,391.0,80.6,103.0,232.0,44.4,3,3.2,1.9,-0.2,17.0,44.0,16.0,6.0,56.0,,Spain
0,Tyler Adams,MF,23.0,4.0,241.0,271.0,88.9,4348.0,1095.0,111.0,121.0,91.7,103.0,110.0,93.6,24.0,27.0,88.9,0,0.4,0.4,-0.4,2.0,23.0,3.0,0.0,17.0,Matches,United
1,Tim Ream,DF,34.0,4.0,245.0,276.0,88.8,5012.0,1646.0,66.0,70.0,94.3,153.0,163.0,93.9,25.0,37.0,67.6,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,17.0,Matches,United
2,Matt Turner,GK,27.0,4.0,101.0,128.0,78.9,2504.0,1748.0,26.0,26.0,100.0,50.0,51.0,98.0,24.0,50.0,48.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,United
3,Antonee Robinson,DF,24.0,4.0,173.0,241.0,71.8,2891.0,1043.0,88.0,102.0,86.3,69.0,96.0,71.9,13.0,26.0,50.0,0,0.3,0.2,-0.3,3.0,12.0,3.0,0.0,10.0,Matches,United
4,Yunus Musah,MF,19.0,3.8,151.0,182.0,83.0,2438.0,494.0,74.0,81.0,91.4,65.0,75.0,86.7,9.0,13.0,69.2,0,0.1,0.2,-0.1,3.0,10.0,5.0,0.0,13.0,Matches,United
5,Timothy Weah,FW,22.0,3.5,90.0,108.0,83.3,1291.0,206.0,58.0,67.0,86.6,21.0,23.0,91.3,7.0,10.0,70.0,0,0.4,0.2,-0.4,6.0,6.0,2.0,2.0,4.0,Matches,United
6,Christian Pulisic,"FW,MF",23.0,3.5,83.0,141.0,58.9,1442.0,404.0,39.0,49.0,79.6,32.0,47.0,68.1,9.0,32.0,28.1,2,0.9,1.1,1.1,9.0,9.0,4.0,1.0,15.0,Matches,United
7,Sergiño Dest,DF,21.0,3.4,172.0,200.0,86.0,2635.0,848.0,101.0,105.0,96.2,60.0,67.0,89.6,8.0,15.0,53.3,1,0.5,0.5,0.5,3.0,15.0,2.0,1.0,13.0,Matches,United
8,Weston McKennie,MF,23.0,3.0,117.0,153.0,76.5,2166.0,770.0,52.0,63.0,82.5,48.0,57.0,84.2,13.0,21.0,61.9,0,0.4,0.2,-0.4,4.0,16.0,5.0,1.0,17.0,Matches,United
9,Walker Zimmerman,DF,29.0,3.1,217.0,244.0,88.9,4157.0,1373.0,72.0,78.0,92.3,127.0,132.0,96.2,17.0,29.0,58.6,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,Matches,United
10,Josh Sargent,FW,22.0,1.7,29.0,33.0,87.9,321.0,35.0,18.0,19.0,94.7,7.0,7.0,100.0,0.0,1.0,0.0,0,0.1,0.1,-0.1,1.0,1.0,1.0,0.0,1.0,Matches,United
11,Haji Wright,FW,24.0,1.5,20.0,27.0,74.1,219.0,37.0,13.0,15.0,86.7,3.0,5.0,60.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,Matches,United
12,Cameron Carter-Vickers,DF,24.0,1.0,50.0,58.0,86.2,1029.0,356.0,14.0,16.0,87.5,29.0,34.0,85.3,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches,United
13,Jesús Ferreira,FW,21.0,0.5,16.0,19.0,84.2,203.0,12.0,11.0,11.0,100.0,5.0,6.0,83.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United
14,Brenden Aaronson,MF,21.0,1.2,41.0,50.0,82.0,566.0,125.0,24.0,27.0,88.9,14.0,15.0,93.3,0.0,2.0,0.0,0,0.2,0.1,-0.2,3.0,3.0,3.0,0.0,5.0,Matches,United
15,Gio Reyna,FW,19.0,0.6,26.0,38.0,68.4,408.0,58.0,13.0,19.0,68.4,9.0,12.0,75.0,2.0,2.0,100.0,0,0.2,0.2,-0.2,2.0,1.0,1.0,1.0,1.0,Matches,United
16,Kellyn Acosta,MF,26.0,0.5,10.0,12.0,83.3,165.0,29.0,3.0,4.0,75.0,7.0,7.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United
17,DeAndre Yedlin,DF,28.0,0.4,19.0,28.0,67.9,289.0,115.0,7.0,9.0,77.8,9.0,14.0,64.3,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,United
18,Shaquell Moore,DF,25.0,0.2,14.0,21.0,66.7,218.0,85.0,9.0,11.0,81.8,4.0,6.0,66.7,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,United
19,Jordan Morris,"FW,DF",27.0,0.0,1.0,4.0,25.0,11.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United
20,Squad Total,,24.5,4.0,1816.0,2234.0,81.3,32313.0,10479.0,800.0,895.0,89.4,815.0,927.0,87.9,160.0,281.0,56.9,3,3.5,3.3,-0.5,37.0,130.0,30.0,6.0,120.0,,United
