,Player,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,
0,José María Giménez,DF,27.0,3.0,141.0,174.0,81.0,2792.0,1084.0,50.0,59.0,84.7,71.0,81.0,87.7,17.0,29.0,58.6,0,0.0,0.3,0.0,0.0,11.0,2.0,0.0,10.0,Matches,Uruguay
1,Sergio Rochet,GK,29.0,3.0,54.0,78.0,69.2,1262.0,1003.0,17.0,17.0,100.0,27.0,28.0,96.4,10.0,33.0,30.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Uruguay
2,Federico Valverde,MF,23.0,3.0,159.0,189.0,84.1,2866.0,875.0,68.0,73.0,93.2,63.0,73.0,86.3,23.0,34.0,67.6,0,0.4,0.4,-0.4,4.0,21.0,3.0,1.0,17.0,Matches,Uruguay
3,Mathías Olivera,DF,24.0,2.8,104.0,133.0,78.2,1495.0,574.0,69.0,78.0,88.5,24.0,34.0,70.6,6.0,9.0,66.7,0,0.4,0.5,-0.4,5.0,7.0,4.0,2.0,7.0,Matches,Uruguay
4,Darwin Núñez,FW,22.0,2.7,35.0,56.0,62.5,584.0,77.0,18.0,29.0,62.1,12.0,15.0,80.0,4.0,7.0,57.1,0,0.2,0.1,-0.2,1.0,0.0,1.0,1.0,1.0,Matches,Uruguay
5,Rodrigo Bentancur,MF,24.0,2.4,136.0,160.0,85.0,2417.0,762.0,62.0,70.0,88.6,56.0,66.0,84.8,14.0,17.0,82.4,0,0.1,0.1,-0.1,2.0,16.0,1.0,1.0,11.0,Matches,Uruguay
6,Matías Vecino,MF,30.0,2.2,76.0,106.0,71.7,1189.0,296.0,42.0,54.0,77.8,23.0,33.0,69.7,8.0,8.0,100.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,Matches,Uruguay
7,Guillermo Varela,DF,29.0,2.0,62.0,92.0,67.4,1043.0,465.0,31.0,38.0,81.6,22.0,33.0,66.7,7.0,14.0,50.0,0,0.1,0.0,-0.1,1.0,3.0,2.0,1.0,6.0,Matches,Uruguay
8,Facundo Pellistri,"MF,FW",20.0,2.0,32.0,46.0,69.6,536.0,103.0,16.0,19.0,84.2,13.0,19.0,68.4,2.0,3.0,66.7,0,0.2,0.2,-0.2,3.0,1.0,1.0,0.0,2.0,Matches,Uruguay
9,Sebastián Coates,DF,31.0,2.0,76.0,93.0,81.7,1425.0,583.0,33.0,38.0,86.8,31.0,35.0,88.6,12.0,18.0,66.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,Matches,Uruguay
10,Diego Godín,DF,36.0,1.7,87.0,103.0,84.5,1827.0,515.0,26.0,32.0,81.3,47.0,54.0,87.0,13.0,16.0,81.3,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,Matches,Uruguay
11,Luis Suárez,FW,35.0,1.6,25.0,40.0,62.5,301.0,97.0,19.0,25.0,76.0,3.0,6.0,50.0,1.0,4.0,25.0,1,0.1,0.1,0.9,1.0,2.0,1.0,0.0,2.0,Matches,Uruguay
12,Edinson Cavani,FW,35.0,1.4,27.0,37.0,73.0,401.0,115.0,16.0,20.0,80.0,5.0,9.0,55.6,4.0,4.0,100.0,0,0.7,0.2,-0.7,5.0,2.0,2.0,0.0,3.0,Matches,Uruguay
13,Giorgian De Arrascaeta,MF,28.0,1.2,32.0,52.0,61.5,393.0,149.0,17.0,20.0,85.0,10.0,16.0,62.5,1.0,6.0,16.7,0,0.5,0.6,-0.5,3.0,3.0,3.0,0.0,4.0,Matches,Uruguay
14,Martín Cáceres,DF,35.0,1.0,68.0,79.0,86.1,1289.0,320.0,22.0,25.0,88.0,35.0,39.0,89.7,10.0,13.0,76.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Matches,Uruguay
15,Nicolás De La Cruz,MF,25.0,0.4,20.0,25.0,80.0,316.0,85.0,11.0,11.0,100.0,6.0,8.0,75.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,Matches,Uruguay
16,Maxi Gómez,FW,25.0,0.3,5.0,7.0,71.4,85.0,9.0,1.0,2.0,50.0,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,Uruguay
17,Matías Viña,DF,24.0,0.2,11.0,21.0,52.4,148.0,44.0,6.0,9.0,66.7,5.0,8.0,62.5,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Uruguay
18,Agustín Canobbio,MF,23.0,0.1,5.0,7.0,71.4,66.0,38.0,3.0,4.0,75.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Uruguay
19,Squad Total,,27.6,3.0,1155.0,1498.0,77.1,20435.0,7194.0,527.0,623.0,84.6,457.0,563.0,81.2,136.0,222.0,61.3,1,2.8,2.7,-1.8,25.0,100.0,22.0,6.0,88.0,,Uruguay
20,Opponent Total,,27.1,3.0,1249.0,1602.0,78.0,21280.0,7019.0,642.0,722.0,88.9,444.0,531.0,83.6,130.0,251.0,51.8,1,1.8,1.4,-0.8,25.0,80.0,12.0,4.0,73.0,,Uruguay
0,Aimen Dahmen,GK,25.0,3.0,48.0,77.0,62.3,1544.0,1175.0,9.0,9.0,100.0,18.0,18.0,100.0,21.0,50.0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia
1,Yassine Meriah,DF,28.0,3.0,139.0,171.0,81.3,2818.0,1041.0,36.0,41.0,87.8,91.0,100.0,91.0,12.0,29.0,41.4,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,Matches,Tunisia
2,Ellyes Skhiri,MF,27.0,3.0,109.0,127.0,85.8,1976.0,841.0,44.0,46.0,95.7,52.0,59.0,88.1,12.0,19.0,63.2,0,0.1,0.1,-0.1,3.0,14.0,2.0,0.0,13.0,Matches,Tunisia
3,Montassar Talbi,DF,24.0,3.0,118.0,137.0,86.1,2488.0,843.0,29.0,35.0,82.9,76.0,82.0,92.7,12.0,18.0,66.7,0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,11.0,Matches,Tunisia
4,Aïssa Laïdouni,MF,25.0,2.7,99.0,123.0,80.5,1677.0,476.0,50.0,60.0,83.3,42.0,48.0,87.5,7.0,12.0,58.3,1,0.4,0.2,0.6,4.0,16.0,0.0,0.0,8.0,Matches,Tunisia
5,Ali Abdi,DF,28.0,2.1,72.0,116.0,62.1,1451.0,630.0,25.0,31.0,80.6,38.0,57.0,66.7,9.0,22.0,40.9,0,0.0,0.1,0.0,1.0,4.0,2.0,0.0,6.0,Matches,Tunisia
6,Issam Jebali,FW,30.0,2.0,25.0,35.0,71.4,338.0,59.0,16.0,18.0,88.9,7.0,10.0,70.0,1.0,2.0,50.0,0,0.2,0.2,-0.2,2.0,0.0,1.0,1.0,0.0,Matches,Tunisia
7,Youssef Msakni,"MF,FW",31.0,1.9,50.0,69.0,72.5,843.0,205.0,23.0,28.0,82.1,23.0,29.0,79.3,3.0,6.0,50.0,0,0.6,0.6,-0.6,4.0,4.0,3.0,0.0,6.0,Matches,Tunisia
8,Dylan Bronn,DF,26.0,1.8,75.0,98.0,76.5,1441.0,393.0,20.0,23.0,87.0,47.0,54.0,87.0,8.0,19.0,42.1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,Matches,Tunisia
9,Anis Ben Slimane,MF,21.0,1.6,29.0,46.0,63.0,469.0,134.0,17.0,22.0,77.3,10.0,13.0,76.9,2.0,7.0,28.6,0,0.1,0.1,-0.1,2.0,1.0,0.0,0.0,0.0,Matches,Tunisia
10,Mohamed Dräger,DF,25.0,1.5,36.0,50.0,72.0,678.0,265.0,12.0,16.0,75.0,19.0,23.0,82.6,5.0,9.0,55.6,0,0.0,0.1,0.0,1.0,1.0,1.0,1.0,4.0,Matches,Tunisia
11,Naïm Sliti,"MF,FW",29.0,1.3,29.0,51.0,56.9,557.0,202.0,11.0,17.0,64.7,12.0,16.0,75.0,5.0,16.0,31.3,0,0.1,0.1,-0.1,2.0,3.0,3.0,1.0,8.0,Matches,Tunisia
12,Wajdi Kechrida,DF,26.0,1.2,44.0,69.0,63.8,741.0,338.0,20.0,25.0,80.0,21.0,26.0,80.8,3.0,10.0,30.0,0,0.1,0.1,-0.1,1.0,3.0,2.0,0.0,4.0,Matches,Tunisia
13,Nader Ghandri,DF,27.0,1.0,27.0,33.0,81.8,561.0,204.0,5.0,6.0,83.3,19.0,21.0,90.5,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Tunisia
14,Ali Maâloul,DF,32.0,1.0,39.0,63.0,61.9,733.0,412.0,19.0,22.0,86.4,13.0,18.0,72.2,6.0,19.0,31.6,0,0.0,0.1,0.0,0.0,4.0,2.0,1.0,4.0,Matches,Tunisia
15,Wahbi Khazri,"FW,MF",31.0,0.9,13.0,20.0,65.0,268.0,113.0,4.0,5.0,80.0,6.0,6.0,100.0,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,Matches,Tunisia
16,Mohamed Ali Ben Romdhane,MF,22.0,0.8,14.0,21.0,66.7,217.0,22.0,7.0,11.0,63.6,7.0,7.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,Tunisia
17,Ferjani Sassi,"MF,DF",30.0,0.5,25.0,34.0,73.5,522.0,135.0,5.0,7.0,71.4,17.0,18.0,94.4,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,Matches,Tunisia
18,Taha Yassine Khenissi,FW,30.0,0.3,2.0,6.0,33.3,27.0,0.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,Matches,Tunisia
19,Ghaylène Chaalali,MF,28.0,0.2,3.0,4.0,75.0,75.0,32.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Tunisia
20,Hannibal Mejbri,MF,19.0,0.1,2.0,2.0,100.0,29.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia
21,Squad Total,,26.9,3.0,998.0,1352.0,73.8,19453.0,7520.0,354.0,425.0,83.3,523.0,611.0,85.6,114.0,255.0,44.7,1,1.9,1.8,-0.9,22.0,89.0,20.0,4.0,88.0,,Tunisia
22,Opponent Total,,26.7,3.0,1370.0,1723.0,79.5,24692.0,8460.0,597.0,683.0,87.4,604.0,682.0,88.6,136.0,257.0,52.9,1,1.6,1.5,-0.6,22.0,114.0,18.0,5.0,91.0,,Tunisia
0,Luis Chávez,MF,26.0,3.0,99.0,139.0,71.2,2026.0,724.0,45.0,57.0,78.9,34.0,46.0,73.9,18.0,32.0,56.3,0,0.5,0.8,-0.5,4.0,21.0,2.0,2.0,11.0,Matches,Mexico
1,Jesús Gallardo,DF,27.0,3.0,93.0,134.0,69.4,1518.0,416.0,52.0,64.0,81.3,34.0,45.0,75.6,6.0,17.0,35.3,0,0.0,0.1,0.0,1.0,9.0,2.0,1.0,4.0,Matches,Mexico
2,César Montes,DF,25.0,3.0,159.0,197.0,80.7,3324.0,957.0,42.0,48.0,87.5,96.0,107.0,89.7,20.0,36.0,55.6,1,0.5,0.5,0.5,1.0,10.0,0.0,0.0,8.0,Matches,Mexico
3,Héctor Moreno,DF,34.0,3.0,165.0,195.0,84.6,2986.0,1087.0,68.0,76.0,89.5,80.0,92.0,87.0,16.0,25.0,64.0,0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,13.0,Matches,Mexico
4,Guillermo Ochoa,GK,36.0,3.0,93.0,109.0,85.3,2274.0,1555.0,19.0,19.0,100.0,53.0,53.0,100.0,21.0,35.0,60.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Mexico
5,Hirving Lozano,FW,26.0,2.8,42.0,77.0,54.5,641.0,258.0,21.0,28.0,75.0,14.0,22.0,63.6,4.0,15.0,26.7,0,1.0,0.9,-1.0,8.0,1.0,8.0,3.0,7.0,Matches,Mexico
6,Alexis Vega,FW,24.0,2.1,40.0,56.0,71.4,658.0,208.0,23.0,26.0,88.5,12.0,18.0,66.7,4.0,8.0,50.0,0,0.1,0.1,-0.1,1.0,3.0,0.0,0.0,4.0,Matches,Mexico
7,Edson Álvarez,MF,24.0,1.9,86.0,114.0,75.4,1297.0,375.0,48.0,55.0,87.3,32.0,42.0,76.2,4.0,13.0,30.8,0,0.2,0.4,-0.2,1.0,3.0,1.0,0.0,2.0,Matches,Mexico
8,Jorge Eduardo Sánchez,DF,24.0,1.9,69.0,87.0,79.3,1119.0,484.0,36.0,39.0,92.3,27.0,37.0,73.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,Matches,Mexico
9,Héctor Herrera,MF,32.0,1.8,64.0,78.0,82.1,1104.0,198.0,28.0,33.0,84.8,29.0,32.0,90.6,4.0,7.0,57.1,0,0.1,0.2,-0.1,1.0,3.0,1.0,1.0,3.0,Matches,Mexico
10,Henry Martín,FW,29.0,1.6,13.0,20.0,65.0,152.0,14.0,9.0,12.0,75.0,4.0,6.0,66.7,0.0,0.0,,0,0.2,0.2,-0.2,5.0,0.0,0.0,0.0,0.0,Matches,Mexico
11,Néstor Araujo,DF,30.0,1.0,44.0,53.0,83.0,757.0,210.0,18.0,19.0,94.7,22.0,24.0,91.7,4.0,8.0,50.0,0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,Matches,Mexico
12,Orbelín Pineda,MF,26.0,0.8,18.0,25.0,72.0,253.0,71.0,13.0,16.0,81.3,4.0,7.0,57.1,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,3.0,Matches,Mexico
13,Kevin Álvarez,DF,23.0,0.8,19.0,29.0,65.5,262.0,76.0,11.0,15.0,73.3,8.0,12.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,Mexico
14,Andrés Guardado,MF,35.0,0.5,11.0,16.0,68.8,190.0,15.0,5.0,5.0,100.0,5.0,7.0,71.4,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Mexico
15,Uriel Antuna,"FW,MF",24.0,0.9,12.0,20.0,60.0,169.0,43.0,8.0,10.0,80.0,3.0,4.0,75.0,1.0,2.0,50.0,0,0.0,0.1,0.0,1.0,0.0,1.0,1.0,0.0,Matches,Mexico
16,Raúl Jiménez,FW,31.0,0.7,20.0,32.0,62.5,312.0,110.0,12.0,18.0,66.7,4.0,5.0,80.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,Matches,Mexico
17,Erick Gutiérrez,MF,26.0,0.5,24.0,29.0,82.8,340.0,56.0,13.0,14.0,92.9,11.0,12.0,91.7,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Mexico
18,Charly Rodríguez,MF,25.0,0.4,21.0,30.0,70.0,436.0,153.0,8.0,10.0,80.0,9.0,13.0,69.2,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,Matches,Mexico
19,Roberto Alvarado,FW,23.0,0.2,5.0,10.0,50.0,50.0,5.0,4.0,6.0,66.7,1.0,4.0,25.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico
20,Rogelio Funes Mori,FW,31.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico
21,Squad Total,,28.2,3.0,1097.0,1450.0,75.7,19868.0,7015.0,483.0,570.0,84.7,482.0,588.0,82.0,117.0,222.0,52.7,1,2.7,3.4,-1.7,25.0,95.0,19.0,10.0,77.0,,Mexico
22,Opponent Total,,27.3,3.0,918.0,1260.0,72.9,15626.0,6412.0,437.0,520.0,84.0,360.0,441.0,81.6,86.0,202.0,42.6,3,1.3,1.0,1.7,16.0,62.0,8.0,2.0,51.0,,Mexico
0,Toby Alderweireld,DF,33.0,3.0,248.0,273.0,90.8,5259.0,1904.0,58.0,60.0,96.7,166.0,172.0,96.5,24.0,39.0,61.5,1,0.3,0.4,0.7,1.0,17.0,2.0,0.0,10.0,Matches,Belgium
1,Timothy Castagne,DF,26.0,3.0,176.0,202.0,87.1,3309.0,951.0,65.0,68.0,95.6,92.0,107.0,86.0,18.0,21.0,85.7,0,0.0,0.1,0.0,0.0,15.0,0.0,0.0,9.0,Matches,Belgium
2,Thibaut Courtois,GK,30.0,3.0,108.0,123.0,87.8,2642.0,1731.0,20.0,20.0,100.0,66.0,66.0,100.0,22.0,37.0,59.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Belgium
3,Kevin De Bruyne,"FW,MF",30.0,3.0,93.0,136.0,68.4,1807.0,747.0,38.0,45.0,84.4,40.0,54.0,74.1,15.0,27.0,55.6,0,0.9,0.8,-0.9,8.0,17.0,9.0,2.0,21.0,Matches,Belgium
4,Jan Vertonghen,DF,35.0,3.0,238.0,269.0,88.5,4600.0,1560.0,67.0,72.0,93.1,158.0,167.0,94.6,13.0,25.0,52.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,Matches,Belgium
5,Axel Witsel,MF,33.0,3.0,169.0,177.0,95.5,2851.0,651.0,74.0,76.0,97.4,88.0,92.0,95.7,6.0,7.0,85.7,0,0.0,0.1,0.0,1.0,9.0,1.0,0.0,8.0,Matches,Belgium
6,Thomas Meunier,DF,30.0,2.3,110.0,147.0,74.8,2169.0,632.0,37.0,44.0,84.1,58.0,70.0,82.9,15.0,28.0,53.6,0,0.5,0.0,-0.5,3.0,8.0,2.0,0.0,9.0,Matches,Belgium
7,Leander Dendoncker,"DF,MF",27.0,1.8,119.0,122.0,97.5,2213.0,533.0,40.0,40.0,100.0,72.0,74.0,97.3,7.0,7.0,100.0,0,0.4,0.3,-0.4,1.0,6.0,0.0,0.0,10.0,Matches,Belgium
8,Michy Batshuayi,FW,28.0,1.7,16.0,24.0,66.7,223.0,27.0,11.0,16.0,68.8,1.0,3.0,33.3,3.0,3.0,100.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,1.0,Matches,Belgium
9,Eden Hazard,MF,31.0,1.4,46.0,58.0,79.3,678.0,180.0,26.0,29.0,89.7,14.0,18.0,77.8,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,5.0,0.0,0.0,6.0,Matches,Belgium
10,Yannick Carrasco,"FW,DF",28.0,1.3,39.0,46.0,84.8,553.0,110.0,22.0,24.0,91.7,17.0,20.0,85.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Matches,Belgium
11,Thorgan Hazard,FW,29.0,1.2,40.0,58.0,69.0,764.0,231.0,14.0,21.0,66.7,20.0,23.0,87.0,4.0,8.0,50.0,0,1.3,0.8,-1.3,6.0,2.0,1.0,0.0,4.0,Matches,Belgium
12,Amadou Onana,MF,20.0,1.2,58.0,64.0,90.6,998.0,220.0,27.0,28.0,96.4,27.0,29.0,93.1,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches,Belgium
13,Leandro Trossard,"FW,MF",27.0,1.1,43.0,57.0,75.4,822.0,144.0,21.0,26.0,80.8,16.0,21.0,76.2,6.0,7.0,85.7,0,0.1,0.0,-0.1,2.0,4.0,0.0,0.0,3.0,Matches,Belgium
14,Youri Tielemans,MF,25.0,1.1,53.0,64.0,82.8,901.0,200.0,25.0,28.0,89.3,23.0,28.0,82.1,5.0,8.0,62.5,0,0.1,0.1,-0.1,1.0,6.0,1.0,0.0,4.0,Matches,Belgium
15,Dries Mertens,"MF,FW",35.0,0.8,22.0,33.0,66.7,344.0,129.0,16.0,22.0,72.7,2.0,2.0,100.0,4.0,8.0,50.0,0,0.1,0.1,-0.1,3.0,1.0,0.0,0.0,1.0,Matches,Belgium
16,Romelu Lukaku,FW,29.0,0.6,6.0,9.0,66.7,67.0,0.0,5.0,6.0,83.3,1.0,3.0,33.3,0.0,0.0,,0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Belgium
17,Jeremy Doku,"MF,FW",20.0,0.2,8.0,14.0,57.1,116.0,6.0,5.0,7.0,71.4,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,Belgium
18,Charles De Ketelaere,FW,21.0,0.2,3.0,4.0,75.0,33.0,11.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium
19,Loïs Openda,FW,22.0,0.1,3.0,5.0,60.0,38.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium
20,Squad Total,,29.7,3.0,1598.0,1885.0,84.8,30387.0,9967.0,575.0,637.0,90.3,866.0,955.0,90.7,148.0,237.0,62.4,1,3.8,2.9,-2.8,29.0,102.0,18.0,2.0,99.0,,Belgium
21,Opponent Total,,27.5,3.0,1187.0,1452.0,81.7,20451.0,7442.0,585.0,646.0,90.6,422.0,482.0,87.6,140.0,232.0,60.3,2,3.9,2.9,-1.9,37.0,86.0,27.0,10.0,73.0,,Belgium
0,Lawrence Ati-Zigi,GK,25.0,3.0,54.0,78.0,69.2,1547.0,1137.0,10.0,10.0,100.0,30.0,30.0,100.0,14.0,38.0,36.8,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,Ghana
1,Thomas Partey,MF,29.0,3.0,146.0,176.0,83.0,2483.0,822.0,67.0,76.0,88.2,58.0,65.0,89.2,16.0,25.0,64.0,0,0.1,0.2,-0.1,2.0,18.0,2.0,0.0,14.0,Matches,Ghana
2,Mohammed Salisu,DF,23.0,3.0,109.0,151.0,72.2,1864.0,846.0,51.0,57.0,89.5,49.0,60.0,81.7,8.0,31.0,25.8,0,0.2,0.3,-0.2,2.0,8.0,1.0,0.0,8.0,Matches,Ghana
3,Iñaki Williams,FW,27.0,3.0,29.0,42.0,69.0,355.0,65.0,18.0,24.0,75.0,7.0,9.0,77.8,1.0,1.0,100.0,0,0.2,0.0,-0.2,2.0,0.0,0.0,0.0,1.0,Matches,Ghana
4,Daniel Amartey,DF,27.0,2.8,128.0,141.0,90.8,2555.0,1088.0,47.0,48.0,97.9,57.0,62.0,91.9,22.0,26.0,84.6,0,0.1,0.0,-0.1,3.0,10.0,0.0,0.0,8.0,Matches,Ghana
5,Salis Abdul Samed,MF,22.0,2.8,129.0,145.0,89.0,2046.0,466.0,70.0,70.0,100.0,49.0,54.0,90.7,9.0,15.0,60.0,0,0.0,0.1,0.0,1.0,11.0,0.0,0.0,2.0,Matches,Ghana
6,Kudus Mohammed,"FW,MF",21.0,2.7,62.0,87.0,71.3,1060.0,233.0,28.0,38.0,73.7,23.0,27.0,85.2,9.0,14.0,64.3,0,0.0,0.1,0.0,0.0,4.0,0.0,0.0,5.0,Matches,Ghana
7,André Ayew,"MF,FW",32.0,2.2,30.0,37.0,81.1,411.0,47.0,18.0,22.0,81.8,9.0,11.0,81.8,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana
8,Baba Rahman,DF,27.0,2.0,66.0,100.0,66.0,1097.0,546.0,38.0,48.0,79.2,20.0,27.0,74.1,8.0,18.0,44.4,0,0.3,0.1,-0.3,3.0,7.0,2.0,1.0,12.0,Matches,Ghana
9,Alidu Seidu,DF,22.0,1.7,59.0,78.0,75.6,791.0,246.0,43.0,47.0,91.5,12.0,17.0,70.6,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Matches,Ghana
10,Jordan Ayew,FW,30.0,1.5,35.0,46.0,76.1,521.0,104.0,19.0,19.0,100.0,11.0,16.0,68.8,2.0,6.0,33.3,1,0.5,0.4,0.5,3.0,0.0,1.0,1.0,2.0,Matches,Ghana
11,Tariq Lamptey,DF,21.0,1.1,21.0,34.0,61.8,315.0,88.0,11.0,13.0,84.6,10.0,16.0,62.5,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,Matches,Ghana
12,Alexander Djiku,"DF,FW",27.0,1.1,22.0,28.0,78.6,381.0,180.0,7.0,7.0,100.0,12.0,14.0,85.7,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Ghana
13,Gideon Mensah,DF,23.0,1.0,36.0,46.0,78.3,586.0,202.0,19.0,21.0,90.5,14.0,17.0,82.4,3.0,7.0,42.9,1,0.3,0.1,0.7,1.0,2.0,1.0,0.0,3.0,Matches,Ghana
14,Osman Bukari,MF,23.0,0.7,14.0,20.0,70.0,169.0,30.0,10.0,12.0,83.3,4.0,4.0,100.0,0.0,2.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,1.0,Matches,Ghana
15,Kamaldeen Sulemana,FW,20.0,0.6,10.0,19.0,52.6,124.0,31.0,8.0,10.0,80.0,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,Ghana
16,Daniel Kyereh,"MF,DF",26.0,0.4,18.0,23.0,78.3,257.0,43.0,10.0,10.0,100.0,7.0,7.0,100.0,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Ghana
17,Antoine Semenyo,"FW,MF",22.0,0.2,1.0,2.0,50.0,15.0,0.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana
18,Denis Odoi,DF,34.0,0.1,2.0,2.0,100.0,27.0,16.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana
19,Abdul Fatawu Issahaku,FW,18.0,0.0,1.0,1.0,100.0,48.0,36.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana
20,Squad Total,,25.5,3.0,972.0,1256.0,77.4,16652.0,6226.0,475.0,533.0,89.1,376.0,443.0,84.9,99.0,210.0,47.1,2,1.7,1.5,0.3,18.0,67.0,12.0,4.0,62.0,,Ghana
21,Opponent Total,,27.4,3.0,1431.0,1736.0,82.4,25962.0,8645.0,656.0,735.0,89.3,554.0,633.0,87.5,185.0,278.0,66.5,5,3.6,3.9,1.4,32.0,132.0,45.0,16.0,110.0,,Ghana
0,Saud Abdulhamid,"DF,MF",22.0,3.0,88.0,122.0,72.1,1395.0,541.0,40.0,46.0,87.0,38.0,54.0,70.4,6.0,11.0,54.5,0,0.0,0.1,0.0,2.0,9.0,4.0,1.0,11.0,Matches,Saudi
1,Salem Al-Dawsari,MF,30.0,3.0,86.0,111.0,77.5,1344.0,355.0,44.0,52.0,84.6,25.0,29.0,86.2,9.0,14.0,64.3,0,0.2,0.4,-0.2,6.0,11.0,6.0,0.0,11.0,Matches,Saudi
